145.1,136.4,148,135.4,146.1,184.5,136.4,154.2,125.4,128.4,116.8,178.5,103.4,0,0,0,0,0,0,0,0,0,0,0,0
142.4,134.3,153,134,145.6,185.6,134.6,154.1,125.4,128.5,116.8,178.5,103.4,0,0,0,0,0,0,0,0,0,0,0,0
143.2,134.5,163.7,133.8,145.6,186.8,134.7,155.6,125.4,128.6,116.8,179,103.4,0,0,0,0,0,0,0,0,0,0,0,0
143.1,133.8,168.2,133.1,145.6,189.2,134.9,156.6,125.4,128.8,116.8,178.5,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.2,126.8,153.9,134.5,145.6,188.1,134.8,168.5,125.4,128.8,116.8,178.5,103.4,0,0,0,0,0,0,0,0,0,0,0,0
145.1,131.1,142.5,134.8,143.3,186.5,134.9,168.4,125.4,128.6,117.6,179.2,103.4,0,0,0,0,0,0,0,0,0,0,0,0
145.4,129.7,127.7,136.2,143.3,186.5,134.5,166.3,125.4,128.1,117.6,179.2,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.8,126,115.4,136.1,145.6,186.1,132.9,164.5,125.4,127.7,117.6,179.2,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.8,124.1,112.1,136.8,145.6,185,131.8,164.2,125.4,127.2,117.6,179.2,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.9,124.2,110.5,139.9,145.6,185.4,133,162.3,125.4,125.8,117.6,178.8,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.9,124.1,110.4,139.5,145.6,186.5,136.3,157.2,122.9,125.7,117.6,177.9,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.2,124.1,103.8,142.1,145.6,187.3,145.5,160.5,122.9,125.2,117.6,179.4,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.3,119,98.4,143,145.6,188.1,145.5,153.1,122.9,124.8,118,183.5,103.4,0,0,0,0,0,0,0,0,0,0,0,0
144.2,121.9,99.1,142,145.6,188.1,146.3,153.3,122.9,124.2,118,183.8,103.8,0,0,0,0,0,0,0,0,0,0,0,0
143.9,121.3,102.5,142.8,145.5,188.1,147.3,158.9,122.9,124.4,118,184.4,110,0,0,0,0,0,0,0,0,0,0,0,0
143.9,117.9,103.1,141.9,145.5,185.8,147.3,159.2,119.6,124.2,118,184.6,110,0,0,0,0,0,0,0,0,0,0,0,0
143.4,135.7,132.3,141.5,145.5,185,147,170.2,120.3,124.3,118,184.9,110,0,0,0,0,0,0,0,0,0,0,0,0
143.8,146.8,135.1,139.8,145.5,184.2,147.2,173.6,121.6,124.1,118,183.2,110,0,0,0,0,0,0,0,0,0,0,0,0
144.1,123.6,129.5,139.7,145.5,179.5,148.9,166.2,121.6,123.8,118,182.9,110,0,0,0,0,0,0,0,0,0,0,0,0
144.2,119.2,126.9,139.9,145.5,178.8,145.9,165.2,120.3,122.6,118,182.6,110,0,0,0,0,0,0,0,0,0,0,0,0
143.8,117.4,119.9,140.8,151.6,178.4,145.9,168.6,120.3,123.2,118,182.9,110,0,0,0,0,0,0,0,0,0,0,0,0
143.9,102.2,111.1,137.7,151.6,177.2,145.9,160.8,120.3,122.3,118,182.6,110,0,0,0,0,0,0,0,0,0,0,0,0
141.2,104.4,108.7,138,151.6,177.2,145.9,160.4,119.6,121.8,0,182.3,111.1,0,0,0,0,0,0,0,0,0,0,0,0
141.4,102.4,106.4,138.3,151.6,178.4,145.9,160.1,119.1,121.7,0,182,110,0,0,0,0,0,0,0,0,0,0,0,0
141.1,108.4,104.2,136,151.6,179.1,145.9,159.7,119.1,121.3,0,184.1,110.3,0,0,0,0,0,0,0,0,0,0,0,0
141.4,107.2,111.6,134.8,152,179.5,145.9,161.9,119.1,121.2,0,184.4,110.3,0,0,0,0,0,0,0,0,0,0,0,0
142.3,120,129.1,134.8,152,183,146.9,166.6,119.1,121.1,0,184.7,110.3,0,0,0,0,0,0,0,0,0,0,0,0
142.7,123.2,128,133.9,152,181.9,149.6,169.1,119.1,120.6,0,185.6,110.3,0,0,0,0,0,0,0,0,0,0,0,0
142.9,120.9,118,133.2,152,182.6,149.6,171.2,119.1,121.7,0,185.6,110.3,0,0,0,0,0,0,0,0,0,0,0,0
143.2,117.1,112,130,152,183.8,147.7,170.5,119.8,121.3,0,186.1,110.3,0,0,0,0,0,0,0,0,0,0,0,0
143.5,118.7,119.3,131,152,184.2,147.7,168.2,119.8,121,0,185.6,110.3,0,0,0,0,0,0,0,0,0,0,0,0
143,111.6,125.9,131.9,152,186.1,147.7,168.3,119.8,120.8,0,185.6,110.3,0,0,0,0,0,0,0,0,0,0,0,0
143.3,109.4,121.5,133.2,152,185.7,147.7,167.8,119.8,120.6,0,185.2,110.3,0,0,0,0,0,0,0,0,0,0,0,0
143.3,104,122.4,134.6,152,183,147.7,168.2,119.8,120.1,0,185.2,110.3,0,0,0,0,0,0,0,0,0,0,0,0
